ASIN,Nom,Prix Actuel,Prix Initial,Évaluation moyenne,total_ratings,Catégorie produit,Couleur,Marque,Système d'exploitation,Taille de l'écran,Capacité de stockage de la mémoire,Vitesse du processeur,Mémoire maximale,Taille du disque dur,5_star_percentage,4_star_percentage,3_star_percentage,2_star_percentage,1_star_percentage
B0D541RFGR,"CMF Phone 1 8+128GB - Telephone Portable avec Appareil Photo arrière Sony 50 MP avec Ultra XDR, Affichage Super AMOLED 6,67"" et Nothing OS 2.6 - Vert Clair",209.0,239.0,4.5,937.0,Smartphone,Noir,THOMSON,Android,"6,67 Pouces",128 Go,,,,73.0,15.0,5.0,2.0,5.0
B0CHX2FWRJ,Apple iPhone 15 Plus (256 Go) - Bleu,1019.0,1099.0,4.6,1.0,Smartphone,Noir,LENOVO,iOS,"6,7 Pouces",256 Go,,,,83.0,7.0,2.0,1.0,7.0
B0BDJC83QY,Apple iPhone 14 (128 Go) - (Product) Red,679.0,679.0,4.6,7.0,Smartphone,Noir,LENOVO,iOS,"6,1 Pouces",128 Go,,,,81.0,10.0,2.0,1.0,6.0
B0CWLC692C,Xiaomi 14 12/512GB 5G Schwarz EU,749.99,1100.0,4.4,121.0,Smartphone,Noir,AOC,XIAOMI Hyper,,,,,,75.0,9.0,4.0,3.0,9.0
B0DKT7LG4F,"Xiaomi Smartphone Redmi Note 14 Pro,8+256GB,Violet,Caméra IA prograde 200MP,Batterie 5500mAh,Appareil Photo Selfie 32MP,fonctionnalités IA (Chargeur Non Inclus,Version Française+ Ans de Garantie)",303.0,303.0,4.2,124.0,Smartphone,Noir,AOC,XIAOMI Hyper,"6,67 Pouces",256 Go,,,,65.0,15.0,5.0,4.0,11.0
B0CTJ1CWXB,"realme Smartphone 12 Pro+ 5G 8 + 256GB, Appareil Photo Portrait avec Objectif périscope, Sony IMX890 OIS, Chipset Snapdragon® 7s Gen 2 5G, Écran à Vision incurvée de 120 Hz, Submarine Blue",293.7,309.17,4.4,930.0,Smartphone,Noir,MEDION,Android,6.4,256 Go,,,,70.0,15.0,5.0,3.0,7.0
B0DKP5J9ZD,"Xiaomi Smartphone POCO X7 Pro,12+512GB,Vert,caméra Principale 50MP avec OIS, Batterie 6000mAh avec Hypercharge 90W, IP68, fonctionnalités IA (Chargeur Non Inclus)(Version Française+2 Ans de Garantie)",433.0,433.0,4.4,199.0,Smartphone,Noir,AOC,XIAOMI Hyper,"6,67 Pouces",512 Go,,,,69.0,19.0,3.0,3.0,6.0
B09QX8T7ZS,"Xiaomi Redmi Note 11S Smartphone 6,43"" FHD+ DotDisplay, 90Hz FHD+ AMOLED DotDisplay, 33W Pro Schnellladung Dual-SIM 6G+64GB Twilight Blue [Globale Version]",123.06,158.53,4.2,152.0,Smartphone,Bleu,AOC,Android,,,,,,58.0,24.0,6.0,4.0,8.0
B0D45SB7YR,"Samsung Galaxy Z Flip6, Smartphone Android 5G avec Galaxy AI, 256 Go, Chargeur secteur rapide 25W inclus, Smartphone déverrouillé, Vert d'eau, Version FR",999.0,999.0,3.6,36.0,Smartphone,Gris,MSI,Android,"6,7 Pouces",8 Go,,,,51.0,12.0,7.0,5.0,25.0
B0CR1C119B,"Poco M6 Pro 8/256 Noir, Ecran 6.67'', Smartphone Débloqué, Batterie mAh 5000, Mémoire ROM 256 GO,RAM 8 GO, Android 13, Processeur MediaTek Helio G99-Ultra, Gravure en 6nm, Huit-Coeurs Jusqu’à 2,2GHz",189.9,249.9,4.4,170.0,Smartphone,Noir,AOC,Android,"6,67 Pouces",8 Go,,,,66.0,20.0,5.0,4.0,5.0
B0D2CQ72SS,"HONOR 200 Lite 5G Smartphone,Triple Caméra 108MP+5MP+2MP,MediaTek Dimensity 6080(6nm),8Go+256Go Téléphones Portables,AMOLED 6,7"",4500mAh/Double SIM/NFC/GPS,MagicOS 8.0/Android 14,Noir",209.9,209.9,4.3,105.0,Smartphone,Noir,HONOR,Android,"6,7 Pouces",256 Go,,,,66.0,16.0,3.0,7.0,7.0
B0CV4F1BJ9,"Samsung Galaxy A35 5G, Smartphone Android, 128 Go, Chargeur Secteur Rapide 25W Inclus [Exclusivité Amazon], Smartphone déverrouillé, Bleu, Version FR",319.0,399.0,4.2,27.0,Smartphone,Bleu,MSI,Android,"6,6 Pouces",128 Go,,,,62.0,17.0,9.0,4.0,8.0
B0DKP8TM1N,"Xiaomi Smartphone Redmi Note 14 5G,8+256GB,Vert,Système de caméra IA 108MP,Batterie 5110mAh,écran de Soins oculIAres 120Hz,fonctionnalités IA (Chargeur Non Inclus)(Version Française+2Ans de Garantie)",302.0,302.0,4.2,124.0,Smartphone,Vert,AOC,XIAOMI Hyper,"6,67 Pouces",256 Go,,,,65.0,15.0,5.0,4.0,11.0
B0CYJ219D5,"realme c65 Smartphone 8+256 GB, 50MP AI Camera, 6.67'' Eye Comfort Display with 90Hz Refresh Rate, 45W Fast Charge, 5000mAh Massive Battery, NFC Supported, Starlight Gold",123.4,129.98,4.0,141.0,Smartphone,Or,MEDION,Android,"6,4 Pouces",256 Go,,,,54.0,20.0,11.0,4.0,11.0
B0DKP82BR1,"Xiaomi Smartphone POCO X7 Pro,12+256GB,Noir,caméra Principale 50MP avec OIS, Batterie 6000mAh avec Hypercharge 90W, IP68, fonctionnalités IA (Chargeur Non Inclus)(Version Française+2 Ans de Garantie)",403.0,403.0,4.4,199.0,Smartphone,Noir,AOC,XIAOMI Hyper,"6,67 Pouces",256 Go,,,,69.0,19.0,3.0,3.0,6.0
B0DKP5WWCL,"Smartphone Xiaomi POCO X7 Pro,12+256GB,jaune,caméra principale 50MP avec OIS, Batterie 6000mAh avec Hypercharge 90W, IP68, fonctionnalités IA (chargeur non inclus)(Version Française+2 Ans de Garantie)",403.0,403.0,4.4,199.0,Smartphone,Gris,AOC,XIAOMI Hyper,"6,67 Pouces",256 Go,,,,69.0,19.0,3.0,3.0,6.0
B0CNKS5PZ6,"SAMSUNG GALAXY S24 Ultra, Smartphone Android 5G, 512 Go, Chargeur secteur rapide 25W inclus [Exclusivité Amazon], Smartphone déverrouillé, Noir, Version FR",1589.0,1589.0,4.2,198.0,Smartphone,Noir,MSI,Android,"6,8 Pouces",12 Go,,,,68.0,14.0,3.0,1.0,14.0
B0DKP51J13,"Xiaomi Smartphone POCO X7 Pro,8+256GB,Jaune,caméra Principale 50MP avec OIS, Batterie 6000mAh avec Hypercharge 90W, IP68, fonctionnalités IA (Chargeur Non Inclus)(Version Française+2 Ans de Garantie)",373.0,373.0,4.4,199.0,Smartphone,Gris,AOC,XIAOMI Hyper,"6,67 Pouces",256 Go,,,,69.0,19.0,3.0,3.0,6.0
B0DHJ2WQ8X,"CROSSCALL - Core-S5 Smart Feature Phone Débloqué 4G Écran: 2,4 Pouces - Dual Nano-SIM",93.46,99.9,2.5,6.0,Smartphone,Noir,CROSSCALL,Mocor (RTOS),"2,4 Pouces",16 Go,,,,0.0,35.0,21.0,0.0,44.0
B0DKP54YV7,"Xiaomi Smartphone Redmi Note 14,6+128GB,Noir,système de caméra IA 108MP,Batterie 5500mAh,écran de Soins oculIAres 120Hz,fonctionnalités IA (Chargeur Non Inclus)(Version Française+2 Ans de Garantie)",183.0,203.0,4.2,124.0,Smartphone,Noir,AOC,XIAOMI Hyper,"6,67 Pouces",128 Go,,,,65.0,15.0,5.0,4.0,11.0
B0DGTS2WTS,"Samsung Galaxy A16 128 Go, Smartphone Android Déverrouillé, Écran 6,7"", Batterie 5000 mAh, Gris, Version FR",199.0,219.0,0.0,0.0,Smartphone,Gris,MSI,Android,"6,7 Pouces",128 Go,,,,0.0,0.0,0.0,0.0,0.0
B0D7V23KT5,"Google Pixel 9 – Smartphone Android débloqué avec Gemini, Appareil Photo avancé, 24 Heures d'autonomie et écran Actua 6,3 Pouces – Rose Pivoine, 128GB",749.0,899.0,4.4,325.0,Smartphone,Rose,LENOVO,Android,"6,3 Pouces",128 Go,,,,75.0,10.0,5.0,3.0,6.0
B0CNKSZQXF,"Samsung Galaxy S24 +, Smartphone Android 5G, 512 Go, Chargeur Secteur Rapide 25W Inclus [Exclusivité Amazon], Smartphone déverrouillé, Noir, Version FR",1289.0,1289.0,4.6,14.0,Smartphone,Noir,MSI,Android,"6,7 Pouces",512 Go,,,,67.0,22.0,11.0,0.0,0.0
B0CV4HLFPX,"Samsung Galaxy A34 bis 128 Go, Chargeur secteur rapide 25W inclus bleu nuit",319.0,399.0,4.2,27.0,Smartphone,Noir,MSI,Android,"6,6 Pouces",128 Go,,,,62.0,17.0,9.0,4.0,8.0
B0D45TSV68,"Samsung Galaxy Z Fold6, Smartphone Android 5G avec Galaxy AI, 256 Go, Chargeur secteur rapide 25W inclus, Smartphone déverrouillé, Bleu nuit, Version FR",1799.0,1799.0,4.0,20.0,Smartphone,Noir,MSI,Android,"7,6 Pouces",12 Go,,,,64.0,12.0,0.0,5.0,18.0
B07NFKLMMW,"Samsung Galaxy S10 Plus - Smartphone portable débloqué 4G (Ecran : 6,4 pouces - 128 Go - Double Nano-SIM - Android) - Noir",299.99,299.99,4.3,4.0,Smartphone,Noir,MSI,Android,,,,,,66.0,19.0,6.0,1.0,9.0
B0D7V24VMB,"Google Pixel 9 – Smartphone Android débloqué avec Gemini, Appareil Photo avancé, 24 Heures d'autonomie et écran Actua 6,3 Pouces – Rose Pivoine, 256GB",849.0,999.0,4.4,325.0,Smartphone,Rose,LENOVO,Android,"6,3 Pouces",256 Go,,,,75.0,10.0,5.0,3.0,6.0
B0CY4HR8F3,"HUAWEI Nova 12i 8Go+128Go Smartphone, Haute Résolution 108 MP, Chargement Rapide 40 W Turbo, Batterie 5000 mAh, EMUI 14, Écran AOD 6,7 Pouces, Téléphone Portable Debloqué LTE, Vert",255.26,279.99,3.3,91.0,Smartphone,Noir,HUAWEI,EMUI,"6,7 Pouces",8 Go,,,,43.0,7.0,11.0,10.0,28.0
B0DNZH3GPY,"Samsung Galaxy S25+, Smartphone Android 5G avec Galaxy AI, 256 Go, Chargeur secteur rapide 25W inclus, Smartphone déverrouillé, Gris, Version FR",1169.0,1169.0,5.0,1.0,Smartphone,Gris,MSI,Android,"6,7 Pouces",256 Go,,,,100.0,0.0,0.0,0.0,0.0
B0CP184K7G,Xiaomi Redmi 13C 4GB RAM 128GB Navy Blue,135.0,159.9,4.2,437.0,Smartphone,Gris,AOC,Android,,,,,,63.0,18.0,7.0,6.0,7.0
B0D7V1BY5D,"Google Pixel 9 – Smartphone Android débloqué avec Gemini, Appareil Photo avancé, 24 Heures d'autonomie et écran Actua 6,3 Pouces – Vert Amande, 128GB",749.0,899.0,4.4,325.0,Smartphone,Noir,LENOVO,Android,"6,3 Pouces",128 Go,,,,75.0,10.0,5.0,3.0,6.0
B09RZW4VMZ,Xiaomi Redmi Note 11 Pro 5G 6GB RAM 128GB Atlantic Blue,189.0,221.16,4.2,3.0,Smartphone,Noir,AOC,Android,,,,,,62.0,19.0,6.0,3.0,10.0
B08NT98M7X,"Samsung Galaxy S20 FE 5G - Smartphone 128GB, 6GB RAM, Dual Sim, Cloud Navy",299.99,299.99,3.6,293.0,Smartphone,Noir,MSI,Android,"6,5 Pouces",6 Go,,,,46.0,20.0,4.0,6.0,24.0
B0CNKS3F23,"Samsung Galaxy S24, Smartphone Android 5G, 128 Go, Chargeur Secteur Rapide 25W Inclus [Exclusivité Amazon], Smartphone déverrouillé, Argent, Version FR",802.0,899.0,4.3,85.0,Smartphone,Noir,MSI,Android,"6,2 Pouces",8 Go,,,,74.0,10.0,5.0,0.0,12.0
B0D45S4YKJ,"Samsung Galaxy Z Flip6, Smartphone Android 5G avec Galaxy AI, 512 Go, Chargeur secteur rapide 25W inclus, Smartphone déverrouillé, Jaune, Version FR",1119.0,1096.0,3.6,36.0,Smartphone,Noir,MSI,Android,"6,7 Pouces",8 Go,,,,51.0,12.0,7.0,5.0,25.0
B0DKY5VZMR,"Xiaomi Smartphone Redmi Note 14 Pro 5G,12+512GB,Vert,Caméra IA prograde 200MP,IP68,Charge Turbo 45W avec Batterie 5110mAh,fonctionnalités IA (Chargeur Non Inclus,Version Française+2Ans de Garantie)",413.0,453.0,4.2,124.0,Smartphone,Noir,AOC,XIAOMI Hyper,"6,67 Pouces",512 Go,,,,65.0,15.0,5.0,4.0,11.0
B0D7TZNFG4,"Google Pixel 9 – Smartphone Android débloqué avec Gemini, Appareil Photo avancé, 24 Heures d'autonomie et écran Actua 6,3 Pouces – Porcelaine, 128GB",749.0,899.0,4.4,325.0,Smartphone,Noir,LENOVO,Android,"6,3 Pouces",128 Go,,,,75.0,10.0,5.0,3.0,6.0
B0D7V1KKPX,"Google Pixel 9 Pro XL – Smartphone Android débloqué avec Gemini, Triple Appareil Photo arrière, 24 Heures d'autonomie et écran Super Actua 6,8 Pouces – Vert Sauge, 512GB",1269.0,1429.0,4.4,409.0,Smartphone,Vert,LENOVO,,,,,,,73.0,10.0,7.0,3.0,8.0
B083G7NJ62,"Samsung Galaxy A71 - Smartphone 17 cm (6.7""), 1080 x 2400 Pixels, 2.2 GHz, 128 Go, 64 MP, Noir",270.0,270.0,4.3,1.0,Smartphone,Noir,MSI,Android,"6,7 Pouces",6 Go,,,,69.0,14.0,4.0,3.0,10.0
B0DNZLG2T9,"Samsung Galaxy S25 Ultra, Smartphone Android 5G avec Galaxy AI, 256 Go, Chargeur secteur rapide 25W inclus, Smartphone déverrouillé, Noir Titane, Version FR",1469.0,1469.0,0.0,0.0,Smartphone,Gris,MSI,Android,"6,9 Pouces",256 Go,,,,0.0,0.0,0.0,0.0,0.0
B084KC7HJQ,"Samsung Galaxy S20 - Smartphone Portable débloqué 5G (Ecran: 6,2 pouces - 128 Go - Double Nano-SIM - Android) - Gris",349.99,349.99,4.3,301.0,Smartphone,Gris,MSI,Android,"6,2 Pouces",12 Go,,,,65.0,16.0,7.0,4.0,8.0
B0D7TZBVBF,"Google Pixel 9 Pro XL – Smartphone Android débloqué avec Gemini, Triple Appareil Photo arrière, 24 Heures d'autonomie et écran Super Actua 6,8 Pouces – Noir Volcanique, 512GB",1269.0,1429.0,4.4,409.0,Smartphone,Noir,LENOVO,Android,,512 Go,,,,73.0,10.0,7.0,3.0,8.0
B0D7V1MDK8,"Google Pixel 9 Pro XL – Smartphone Android débloqué avec Gemini, Triple Appareil Photo arrière, 24 Heures d'autonomie et écran Super Actua 6,8 Pouces – Vert Sauge, 256GB",1149.0,1299.0,4.4,409.0,Smartphone,Noir,LENOVO,Android,,256 Go,,,,73.0,10.0,7.0,3.0,8.0
B0CQQ18GQ2,Xiaomi Poco X6 Pro 5G 256GB Black,300.0,300.0,4.6,571.0,Smartphone,Noir,AOC,Android,"6,67 Pouces",256 Go,,,,78.0,11.0,4.0,2.0,5.0
B0D7TZX1CS,"Google Pixel 9 – Smartphone Android débloqué avec Gemini, Appareil Photo avancé, 24 Heures d'autonomie et écran Actua 6,3 Pouces – Vert Amande, 256GB",849.0,999.0,4.4,325.0,Smartphone,Vert,LENOVO,Android,"6,3 Pouces",256 Go,,,,75.0,10.0,5.0,3.0,6.0
B0DNZKF3YK,"Samsung Galaxy S25, Smartphone Android 5G avec Galaxy AI, 128 Go, Chargeur secteur rapide 25W inclus, Smartphone déverrouillé, Vert d’eau, Version FR",899.0,899.0,5.0,1.0,Smartphone,Vert,MSI,Android,"6,2 Pouces",128 Go,,,,100.0,0.0,0.0,0.0,0.0
B0D45S34WP,"Samsung Galaxy Z Flip6, Smartphone Android 5G avec Galaxy AI, 512 Go, Chargeur secteur rapide 25W inclus, Smartphone déverrouillé, Bleu, Version FR",1119.0,1119.0,3.6,36.0,Smartphone,Noir,MSI,Android,"6,7 Pouces",8 Go,,,,51.0,12.0,7.0,5.0,25.0
B0D2CNRDRF,"HONOR 200 Lite 5G Smartphone,Triple Caméra 108MP+5MP+2MP,MediaTek Dimensity 6080(6nm),8Go+256Go Téléphones Portables,AMOLED 6,7"",4500mAh/Double SIM/NFC/GPS,MagicOS 8.0/Android 14,Cyan",209.9,209.9,4.3,105.0,Smartphone,Noir,HONOR,,,,,,,66.0,16.0,3.0,7.0,7.0
B0DJD3S5GQ,"realme GT 7 Pro 5G Smartphone 12+256GB, Chipset Snapdragon® 8 Elite, Appareil Photo instantané Ultra Net avec IA, Écran RealWorld Eco², Batterie Titan de 6 500 mAh, Orange, Exclusivité Amazon",799.99,999.99,4.4,71.0,Smartphone,Or,MEDION,Android,,256 Go,,,,73.0,9.0,9.0,4.0,5.0
B0DJD45FRF,"realme GT 7 Pro 5G Smartphone 12+256GB, Chipset Snapdragon® 8 Elite, Appareil Photo instantané Ultra Net avec IA, Écran RealWorld Eco², Batterie Titan de 6 500 mAh, Gris, Exclusivité Amazon",799.99,999.99,4.4,71.0,Smartphone,Noir,MEDION,Android,,256 Go,,,,73.0,9.0,9.0,4.0,5.0
B0DLX1HSXZ,"CROSSCALL Stellar-M6E - Smartphone débloqué 5G (Écran: 6,088 Pouces - 64 Go - Nano et/ou Micro-SIM - Android 14)",393.75,393.75,0.0,0.0,Smartphone,Noir,CROSSCALL,,,,,,,0.0,0.0,0.0,0.0,0.0
B0DKT8RZ6G,"Xiaomi Smartphone Redmi Note 14 Pro,8+256GB,Bleu,Caméra IA prograde 200MP, Batterie 5500mAh, Appareil Photo Selfie 32MP, fonctionnalités IA (Chargeur Non Inclus,Version Française+2Ans de Garantie)",303.0,303.0,4.2,124.0,Smartphone,Noir,AOC,XIAOMI Hyper,"6,67 Pouces",256 Go,,,,65.0,15.0,5.0,4.0,11.0
B0DKY6ZXYM,"Xiaomi Smartphone Redmi Note 14 Pro 5G,8+256GB,Noir,Caméra IA prograde 200MP,IP68,Charge Turbo 45W avec Batterie 5110mAh,fonctionnalités IA (Chargeur Non Inclus,Version Française+2Ans de Garantie)",372.0,403.0,4.2,124.0,Smartphone,Noir,AOC,XIAOMI Hyper,"6,67 Pouces",256 Go,,,,65.0,15.0,5.0,4.0,11.0
B0B2DQHC77,Samsung Smartphone Marque Modèle Galaxy A13 5G 64 Go,159.99,249.0,4.2,802.0,Smartphone,Gris,MSI,Android,"6,5 Pouces",64 Go,,,,64.0,18.0,6.0,4.0,9.0
B0CV4H14J4,"Samsung Galaxy A35 5G, Smartphone Android, 256 Go, Chargeur Secteur Rapide 25W Inclus [Exclusivité Amazon], Smartphone déverrouillé, Lime, Version FR",324.18,449.0,4.2,27.0,Smartphone,Noir,MSI,Android,"6,6 Pouces",256 Go,,,,62.0,17.0,9.0,4.0,8.0
B0DKP7T5V1,"Smartphone Xiaomi Redmi Note 14 5G,8+256GB,violet,système de caméra IA 108MP,batterie 5110mAh,écran de soins oculIAres 120Hz,fonctionnalités IA (chargeur non inclus,Version Française+2Ans de Garantie)",303.0,303.0,4.2,124.0,Smartphone,Violet,AOC,XIAOMI Hyper,"6,67 Pouces",256 Go,,,,65.0,15.0,5.0,4.0,11.0
B0D83XS9L6,Sony Xperia 10 VI Noir- Extension Garantie 12 Mois Offerte [Exclusivité Amazon] + Coque de Protection Noire,413.99,413.99,4.0,65.0,Smartphone,Noir,SONY,Android,,,,,,56.0,18.0,6.0,6.0,14.0
B0CTKQFCTB,"SAMSUNG Galaxy Xcover 7, Smartphone Android 5G, 128 Go, Chargeur secteur rapide 25W inclus [Exclusivité Amazon], Smartphone déverrouillé, Noir, Version FR",379.0,379.0,3.4,8.0,Smartphone,Noir,MSI,Android,"6,6 Pouces",128 Go,,,,38.0,15.0,13.0,15.0,20.0
B0D7V2VBBJ,"Google Pixel 9 Pro – Smartphone Android débloqué avec Gemini, Triple Appareil Photo arrière, 24 Heures d'autonomie et écran Super Actua 6,3 Pouces – Vert Sauge, 128GB",929.0,1099.0,4.4,238.0,Smartphone,Noir,LENOVO,Android,"6,3 Pouces",128 Go,,,,71.0,13.0,6.0,3.0,7.0
B0D45VT85P,"Samsung Galaxy Z Fold6, Smartphone Android 5G avec Galaxy AI, 1 To, Chargeur secteur rapide 25W inclus, Smartphone déverrouillé, Gris, Version FR",2159.0,2159.0,4.0,20.0,Smartphone,Gris,MSI,Android,"7,6 Pouces",12 Go,,,,64.0,12.0,0.0,5.0,18.0
B0CP3H23DW,"Smartphone Poco POCO C65 6,7' Octa Core 6 GB RAM 128 GB, Triple caméra 50MP avec IA, Noir",109.95,149.9,4.6,162.0,Smartphone,Noir,AOC,Android,"6,74 Pouces",6 Go,,,,76.0,14.0,5.0,2.0,3.0
B0BZS8L9FX,Xiaomi REDMI Note 12 Pro 6+128GB DS 4G Polar White OEM,205.04,205.04,4.4,67.0,Smartphone,Blanc,AOC,Android,"6,67 Pouces",128 Go,,,,67.0,21.0,3.0,5.0,3.0
B0DLGT5496,"Xiaomi POCO X7 Smartphone 12 + 512 Go, Noir, Appareil Photo Principal 50 MP avec OIS, Batterie 5110 mAh, IP68 (Chargeur Non Inclus), Garantie 2 Ans",307.44,307.44,4.0,15.0,Smartphone,Noir,AOC,XIAOMI Hyper,,512 Go,,,,60.0,8.0,14.0,9.0,9.0
B0BD8NXHNL,"Hammer H Boost LTE Télephone Portable Incassable Debloqué IP68 Résistant Etanche Antichoc, Dual SIM, Batterie 3500 mAh, Grosses Touches, Radio FM, MP3, Caméra 2mpx, Lampe de Poche, Noir",89.53,89.53,3.7,96.0,Smartphone,Gris,MEDION,EMUI,"2,4 Pouces",,,,,44.0,23.0,10.0,7.0,17.0
B0D45R6Y9P,"Samsung Galaxy Z Flip6, Smartphone Android 5G avec Galaxy AI, 512 Go, Chargeur secteur rapide 25W inclus, Smartphone déverrouillé, Vert d'eau, Version FR",1119.0,1119.0,3.6,36.0,Smartphone,Noir,MSI,Android,"6,7 Pouces",8 Go,,,,51.0,12.0,7.0,5.0,25.0
B0DKY71KC3,"Xiaomi Smartphone Redmi Note 14 Pro 5G,8+256GB,Violet,Caméra IA prograde 200MP,IP68,Charge Turbo 45W avec Batterie 5110mAh,fonctionnalités IA (Chargeur Non Inclus,Version Française+2Ans de Garantie)",372.0,403.0,4.2,124.0,Smartphone,Noir,AOC,XIAOMI Hyper,"6,67 Pouces",256 Go,,,,65.0,15.0,5.0,4.0,11.0
B0DJB3QW71,Samsung S721B Galaxy S24 FE 256GB/8GB RAM Dual-SIM blau,666.5,666.5,4.8,6.0,Smartphone,Bleu,MSI,Android,,,,,,79.0,21.0,0.0,0.0,0.0
B0D7V1TP2X,"Google Pixel 9 Pro – Smartphone Android débloqué avec Gemini, Triple Appareil Photo arrière, 24 Heures d'autonomie et écran Super Actua 6,3 Pouces – Noir Volcanique, 512GB",1159.0,1329.0,4.4,238.0,Smartphone,Noir,LENOVO,Android,,512 Go,,,,71.0,13.0,6.0,3.0,7.0
B0DKP4S3JW,"Xiaomi Smartphone POCO X7 Pro,8+256GB,Vert,caméra Principale 50MP avec OIS, Batterie 6000mAh avec Hypercharge 90W, IP68, fonctionnalités IA (Chargeur Non Inclus)(Version Française+2 Ans de Garantie)",373.0,373.0,4.4,199.0,Smartphone,Noir,AOC,XIAOMI Hyper,"6,67 Pouces",256 Go,,,,69.0,19.0,3.0,3.0,6.0
B0C3ZKP9FY,"HONOR Magic5 Lite 5G Téléphone Portable, Smartphone Batterie 5100 mAh, Écran Incurvé AMOLED 120Hz, Fin et Léger, Triple Caméra 64MP, 8+256 Go, Dual SIM, Android 12, Noir",259.9,379.9,4.4,319.0,Smartphone,Noir,HONOR,Android,"6,67 Pouces",8 Go,,,,67.0,18.0,6.0,3.0,7.0
B0CV4HC8PT,"Samsung Galaxy A54 bis 128 Go, Chargeur secteur rapide 25W inclus, Bleu",385.61,499.0,4.4,100.0,Smartphone,Noir,MSI,Android,"6,6 Pouces",128 Go,,,,68.0,18.0,6.0,3.0,6.0
B0DJB4FZ2S,Samsung Galaxy S24 FE Smartphone 128 GB Blau,549.0,549.0,5.0,14.0,Smartphone,Gris,MSI,Android,,,,,,100.0,0.0,0.0,0.0,0.0
B0CZXTB5M6,"realme Smartphone 12X 5G, 6+128GB, Chipset Processeur 5G avec Finesse de Gravure de 6 nm, Appareil Photo I.A. de 50 MP, Batterie puissante de 5 000 mAh, Mode Écran Confort des Yeux 120 Hz, Vert",131.1,138.05,4.3,512.0,Smartphone,Noir,MEDION,Android,"6,4 Pouces",128 Go,,,,64.0,17.0,7.0,3.0,8.0
B0DKY5M9Y6,"Xiaomi Smartphone Redmi Note 14 Pro 5G,8+256GB,Vert,Caméra IA prograde 200MP,IP68,Charge Turbo 45W avec Batterie 5110mAh,fonctionnalités IA(Chargeur Non Inclus,Version Française+2Ans de Garantie)",402.0,402.0,4.2,124.0,Smartphone,Noir,AOC,XIAOMI Hyper,"6,67 Pouces",256 Go,,,,65.0,15.0,5.0,4.0,11.0
B0CF2PV74C,"Motorola Mobility Moto G54 5G Écran FHD+ 6,5"" Double appareil photo 50 Mpx 8/256 Go 5000 mAh Android 13 Bleu nuit Avec coque de protection",178.4,178.4,4.5,1.0,Smartphone,Noir,TOSHIBA,Android,"6,5 Pouces",8 Go,,,,71.0,15.0,6.0,3.0,4.0
B0D2L42BX9,"realme GT 6T 5G Smartphone 8+256 GB, Snapdragon® 7+ Gen 3 Chipset de qualité supérieure, Hyper écran 6000 nit, Appareil Photo Sony 50MP OIS, Rasoir Vert",498.89,549.99,4.5,465.0,Smartphone,Vert,MEDION,Android,"6,78 Pouces",256 Go,,,,74.0,13.0,4.0,2.0,6.0
B0D7V2JP27,"Google Pixel 9 Pro XL – Smartphone Android débloqué avec Gemini, Triple Appareil Photo arrière, 24 Heures d'autonomie et écran Super Actua 6,8 Pouces – Quartz Rose, 256GB",1149.0,1299.0,4.4,409.0,Smartphone,Noir,LENOVO,Android,,256 Go,,,,73.0,10.0,7.0,3.0,8.0
B084K6S5L2,"Samsung Galaxy S20 Ultra - Smartphone Portable débloqué 5G (Ecran: 6,9 pouces - 128 Go - Double Nano-SIM - Android) - Gris",419.99,419.99,3.9,322.0,Smartphone,Noir,MSI,Android,"6,9 Pouces",12 Go,,,,59.0,13.0,5.0,7.0,16.0
B0CHXCS19B,Apple iPhone 15 Plus (256 Go) - Vert,1019.0,1099.0,4.6,1.0,Smartphone,Noir,LENOVO,iOS,"6,7 Pouces",256 Go,,,,83.0,7.0,2.0,1.0,7.0
B08Q8HBN9S,"Samsung Galaxy A12 16,5 cm (6.5"") Double SIM 4G USB Type-C 4 Go 64 Go 5000 mAh Noir",169.0,189.0,4.4,2.0,Smartphone,Noir,MSI,Android,1 Centimètres,1 Go,,,,65.0,20.0,7.0,3.0,5.0
B09QH71RZR,"Xiaomi Redmi Note 11S Smartphone, 6GB RAM 128GB ROM, 6,43 Zoll AMOLED DotDisplay, MediaTek Helio G96 Prozessor, 108 MP AI Quad-Kamera (Blau)",134.9,173.28,4.5,5.0,Smartphone,Noir,AOC,Android,"6,43 Pouces",128 Go,,,,73.0,15.0,5.0,2.0,5.0
B0D7V1R6VM,"Google Pixel 9 Pro XL – Smartphone Android débloqué avec Gemini, Triple Appareil Photo arrière, 24 Heures d'autonomie et écran Super Actua 6,8 Pouces – Vert Sauge, 128GB",1049.0,1199.0,4.4,409.0,Smartphone,Noir,LENOVO,Android,,128 Go,,,,73.0,10.0,7.0,3.0,8.0
B0CNKRFP9N,"Samsung Galaxy S24, Smartphone Android 5G, 256 Go, Chargeur Secteur Rapide 25W Inclus [Exclusivité Amazon], Smartphone déverrouillé, Crème, Version FR",862.0,959.0,4.3,85.0,Smartphone,Noir,MSI,Android,"6,2 Pouces",8 Go,,,,74.0,10.0,5.0,0.0,12.0
B079X5M9JY,Samsung Galaxy S9 Dual SIM 64GB Noir - Android 8.0 (Oreo) - Version française,229.99,239.99,4.4,2.0,Smartphone,Noir,MSI,Android,,,,,,69.0,16.0,4.0,3.0,8.0
